LeadID,LeadDateKey,CampaignKey,ChannelKey,SourceKey,RegionKey,AudienceKey,PreviousStatusKey,PreviousStatusLabel,CurrentStatusKey,CurrentStatusLabel,ReachedLead,ReachedMQL,ReachedSQL,ReachedOpportunity,ReachedClosedWon,IsClosedLost,IsClosedWon,PipelineAmount,RevenueAmount
L02939,20221114,15,1,2,3,8,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L05019,20221114,25,4,11,1,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L00850,20221115,4,4,10,2,2,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00956,20221115,5,5,13,3,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L01789,20221115,9,2,6,5,5,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,17107
L02276,20221115,11,4,10,5,8,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,21430
L05104,20221115,25,4,11,3,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L00805,20221116,4,4,10,2,2,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00843,20221116,4,4,10,3,2,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L00877,20221116,5,5,13,4,8,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01716,20221116,9,2,6,2,5,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02547,20221116,13,6,16,2,4,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02837,20221116,15,1,2,2,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L02852,20221116,15,1,2,2,8,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L03028,20221116,15,1,2,3,8,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L00579,20221117,3,3,7,2,1,,,1,Lead,1,0,0,0,0,0,0,0,0
L00654,20221117,4,4,10,4,2,3.0,SQL,6,Closed Lost,1,1,1,0,0,1,0,0,0
L00689,20221117,4,4,10,4,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L00946,20221117,5,5,13,3,8,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L01632,20221117,9,2,6,2,5,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L01701,20221117,9,2,6,2,5,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02128,20221117,11,4,10,5,8,4.0,Opportunity,6,Closed Lost,1,1,1,1,0,1,0,0,0
L02659,20221117,13,6,16,5,4,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L02958,20221117,15,1,2,3,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L04810,20221117,24,3,8,5,4,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L00463,20221118,3,3,7,2,1,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,13681,0
L00522,20221118,3,3,7,1,1,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L05029,20221118,25,4,11,2,5,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00504,20221119,3,3,7,2,1,,,1,Lead,1,0,0,0,0,0,0,0,0
L00511,20221119,3,3,7,1,1,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L00969,20221119,5,5,13,2,8,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01011,20221119,5,5,13,3,8,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L01634,20221119,9,2,6,3,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L02168,20221119,11,4,10,3,8,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L02576,20221119,13,6,16,5,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L02830,20221119,15,1,2,3,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L05003,20221119,25,4,11,2,5,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L02085,20221120,11,4,10,4,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L02235,20221120,11,4,10,5,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L03041,20221120,15,1,2,2,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L05175,20221120,25,4,11,2,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L00842,20221121,4,4,10,5,2,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L02901,20221121,15,1,2,2,8,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L02934,20221121,15,1,2,2,8,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L00620,20221122,4,4,10,2,2,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L00757,20221122,4,4,10,4,2,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01977,20221122,11,4,10,3,8,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,19719,0
L02283,20221122,11,4,10,2,8,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02588,20221122,13,6,16,5,4,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L04780,20221122,24,3,8,5,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L04841,20221122,24,3,8,5,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L04923,20221122,24,3,8,5,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L05032,20221122,25,4,11,1,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L05106,20221122,25,4,11,3,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L00909,20221123,5,5,13,4,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L01714,20221123,9,2,6,5,5,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02152,20221123,11,4,10,2,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L02240,20221123,11,4,10,3,8,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L02848,20221123,15,1,2,3,8,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L04882,20221123,24,3,8,5,4,4.0,Opportunity,6,Closed Lost,1,1,1,1,0,1,0,0,0
L05171,20221123,25,4,11,3,5,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L00642,20221124,4,4,10,5,2,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01767,20221124,9,2,6,3,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L04851,20221124,24,3,8,5,4,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00854,20221125,5,5,13,2,8,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L02208,20221125,11,4,10,3,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L02274,20221125,11,4,10,5,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L02298,20221125,11,4,10,3,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L02660,20221125,13,6,16,3,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L04909,20221125,24,3,8,5,4,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00382,20221126,3,3,7,1,1,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L00668,20221126,4,4,10,2,2,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L01797,20221126,9,2,6,2,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L02525,20221126,13,6,16,3,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L00578,20221127,3,3,7,2,1,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L00594,20221127,4,4,10,4,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L00597,20221127,4,4,10,5,2,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,13414
L00864,20221127,5,5,13,4,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L00924,20221127,5,5,13,2,8,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02842,20221127,15,1,2,2,8,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,19722
L02997,20221127,15,1,2,3,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L04714,20221127,24,3,8,3,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L04832,20221127,24,3,8,5,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L00437,20221128,3,3,7,3,1,,,1,Lead,1,0,0,0,0,0,0,0,0
L01145,20221128,5,5,13,3,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L01708,20221128,9,2,6,3,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L04881,20221128,24,3,8,3,4,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L04925,20221128,24,3,8,5,4,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L04983,20221128,25,4,11,1,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L05105,20221128,25,4,11,3,5,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00682,20221129,4,4,10,4,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L01023,20221129,5,5,13,4,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L02978,20221129,15,1,2,2,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L05022,20221129,25,4,11,2,5,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00398,20221130,3,3,7,1,1,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L00451,20221130,3,3,7,3,1,,,1,Lead,1,0,0,0,0,0,0,0,0
L00622,20221130,4,4,10,3,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L00627,20221130,4,4,10,3,2,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L01122,20221130,5,5,13,4,8,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L02639,20221130,13,6,16,2,4,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L05008,20221130,25,4,11,1,5,3.0,SQL,6,Closed Lost,1,1,1,0,0,1,0,0,0
L05098,20221130,25,4,11,1,5,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L05181,20221130,25,4,11,2,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L00902,20221201,5,5,13,4,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L01710,20221201,9,2,6,2,5,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,11466,0
L02633,20221201,13,6,16,5,4,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,6175,0
L01702,20221202,9,2,6,3,5,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02207,20221202,11,4,10,4,8,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L02583,20221202,13,6,16,2,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L04992,20221202,25,4,11,1,5,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01696,20221203,9,2,6,5,5,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L02591,20221203,13,6,16,2,4,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02638,20221203,13,6,16,3,4,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,7226,0
L02672,20221203,13,6,16,5,4,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,10341,0
L04836,20221203,24,3,8,3,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L05199,20221203,25,4,11,1,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L00411,20221204,3,3,7,3,1,,,1,Lead,1,0,0,0,0,0,0,0,0
L00563,20221204,3,3,7,3,1,,,1,Lead,1,0,0,0,0,0,0,0,0
L05206,20221204,25,4,11,2,5,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,9580,0
L00412,20221205,3,3,7,3,1,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L01976,20221205,11,4,10,3,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L02577,20221205,13,6,16,3,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L02995,20221205,15,1,2,2,8,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,15557,0
L04700,20221206,24,3,8,3,4,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L05055,20221206,25,4,11,2,5,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L05058,20221206,25,4,11,1,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L01705,20221207,9,2,6,3,5,4.0,Opportunity,6,Closed Lost,1,1,1,1,0,1,0,0,0
L02169,20221207,11,4,10,2,8,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02522,20221207,13,6,16,5,4,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,12656,0
L00677,20221208,4,4,10,2,2,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L00849,20221208,4,4,10,4,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L01668,20221208,9,2,6,2,5,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,18598,0
L02062,20221208,11,4,10,3,8,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L02663,20221208,13,6,16,3,4,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,7118
L00453,20221209,3,3,7,3,1,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00552,20221209,3,3,7,2,1,,,1,Lead,1,0,0,0,0,0,0,0,0
L02316,20221209,11,4,10,5,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L03066,20221209,15,1,2,2,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L05068,20221209,25,4,11,1,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L00538,20221210,3,3,7,1,1,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L00997,20221210,5,5,13,4,8,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L01694,20221210,9,2,6,5,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L02560,20221210,13,6,16,2,4,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,8377
L02838,20221210,15,1,2,2,8,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,19669
L02983,20221210,15,1,2,3,8,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L05048,20221210,25,4,11,2,5,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L05086,20221210,25,4,11,2,5,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,16825
L01335,20221211,7,7,19,5,1,3.0,SQL,6,Closed Lost,1,1,1,0,0,1,0,0,0
L01378,20221211,7,7,19,3,1,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01785,20221211,9,2,6,3,5,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,9171
L01339,20221212,7,7,19,5,1,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01625,20221212,9,2,6,3,5,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L02595,20221212,13,6,16,2,4,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L02666,20221212,13,6,16,3,4,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,8854
L04988,20221212,25,4,11,3,5,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L05071,20221212,25,4,11,3,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L02863,20221213,15,1,2,3,8,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,18500,0
L05002,20221213,25,4,11,3,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L00604,20221214,4,4,10,5,2,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01706,20221214,9,2,6,3,5,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01722,20221214,9,2,6,5,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L01775,20221214,9,2,6,2,5,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L02317,20221214,11,4,10,3,8,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L02607,20221214,13,6,16,3,4,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,7939,0
L04766,20221214,24,3,8,5,4,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,8646,0
L00383,20221215,3,3,7,2,1,,,1,Lead,1,0,0,0,0,0,0,0,0
L00662,20221215,4,4,10,5,2,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L01028,20221215,5,5,13,2,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L03024,20221215,15,1,2,3,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L04973,20221215,25,4,11,2,5,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L04976,20221215,25,4,11,3,5,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L00626,20221216,4,4,10,2,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L02943,20221216,15,1,2,2,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L00862,20221217,5,5,13,3,8,3.0,SQL,6,Closed Lost,1,1,1,0,0,1,0,0,0
L00953,20221218,5,5,13,4,8,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01140,20221218,5,5,13,3,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L02173,20221218,11,4,10,5,8,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02238,20221218,11,4,10,3,8,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L02550,20221218,13,6,16,3,4,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,6336,0
L03010,20221218,15,1,2,3,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L04956,20221218,24,3,8,3,4,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L05038,20221218,25,4,11,3,5,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L05129,20221218,25,4,11,1,5,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00607,20221219,4,4,10,4,2,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02057,20221219,11,4,10,2,8,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L03040,20221219,15,1,2,3,8,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L03070,20221219,15,1,2,2,8,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02217,20221220,11,4,10,5,8,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,18816,0
L02263,20221220,11,4,10,4,8,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L04800,20221220,24,3,8,3,4,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L01035,20221221,5,5,13,3,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L01989,20221221,11,4,10,3,8,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,24186,0
L03071,20221221,15,1,2,2,8,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L00444,20221222,3,3,7,1,1,,,1,Lead,1,0,0,0,0,0,0,0,0
L01113,20221222,5,5,13,2,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L05192,20221222,25,4,11,1,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L00615,20221223,4,4,10,2,2,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00772,20221223,4,4,10,4,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L01764,20221223,9,2,6,2,5,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L02851,20221223,15,1,2,2,8,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L03069,20221223,15,1,2,2,8,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L05132,20221223,25,4,11,3,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L00669,20221224,4,4,10,5,2,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L05064,20221224,25,4,11,2,5,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L01984,20221225,11,4,10,2,8,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L01998,20221225,11,4,10,4,8,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L04765,20221225,24,3,8,5,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L04949,20221225,24,3,8,5,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L00526,20221226,3,3,7,2,1,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00885,20221226,5,5,13,3,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L01088,20221226,5,5,13,2,8,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L01364,20221226,7,7,19,3,1,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02121,20221226,11,4,10,4,8,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00941,20221227,5,5,13,2,8,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00978,20221227,5,5,13,4,8,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L01112,20221227,5,5,13,3,8,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L01784,20221227,9,2,6,5,5,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L00413,20221228,3,3,7,1,1,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00523,20221228,3,3,7,2,1,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L02626,20221228,13,6,16,5,4,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,6505,0
L04862,20221228,24,3,8,5,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L05025,20221228,25,4,11,3,5,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,21560
L05150,20221228,25,4,11,2,5,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00789,20221229,4,4,10,2,2,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01758,20221229,9,2,6,2,5,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L02829,20221229,15,1,2,3,8,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L04893,20221229,24,3,8,3,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L00505,20221230,3,3,7,2,1,,,1,Lead,1,0,0,0,0,0,0,0,0
L01083,20221230,5,5,13,3,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L02034,20221230,11,4,10,4,8,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L02884,20221230,15,1,2,3,8,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L04726,20221230,24,3,8,5,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L02256,20221231,11,4,10,2,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L05176,20221231,25,4,11,1,5,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L00387,20230101,3,3,7,2,1,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L01012,20230101,5,5,13,2,8,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L01045,20230101,5,5,13,4,8,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01125,20230101,5,5,13,3,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L01321,20230101,7,7,19,1,1,,,1,Lead,1,0,0,0,0,0,0,0,0
L01336,20230101,7,7,19,5,1,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,12987,0
L01735,20230101,9,2,6,5,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L02139,20230101,11,4,10,5,8,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L02181,20230101,11,4,10,3,8,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L05074,20230101,25,4,11,2,5,,,1,Lead,1,0,0,0,0,0,0,0,0
L00427,20230102,3,3,7,1,1,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00820,20230102,4,4,10,2,2,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01307,20230102,7,7,19,5,1,3.0,SQL,6,Closed Lost,1,1,1,0,0,1,0,0,0
L02257,20230102,11,4,10,2,8,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,21214
L02288,20230102,11,4,10,5,8,1.0,Lead,6,Closed Lost,1,0,0,0,0,1,0,0,0
L02524,20230102,13,6,16,2,4,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,7521,0
L02651,20230102,13,6,16,3,4,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L02908,20230102,15,1,2,2,8,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00684,20230103,4,4,10,4,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L00777,20230103,4,4,10,2,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L00816,20230103,4,4,10,5,2,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L01621,20230103,9,2,6,5,5,3.0,SQL,6,Closed Lost,1,1,1,0,0,1,0,0,0
L02916,20230103,15,1,2,2,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L05049,20230103,25,4,11,3,5,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L05209,20230103,25,4,11,2,5,4.0,Opportunity,5,Closed Won,1,1,1,1,1,0,1,0,15226
L00692,20230104,4,4,10,3,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L01101,20230105,5,5,13,3,8,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L01136,20230105,5,5,13,2,8,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02313,20230105,11,4,10,2,8,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,22315,0
L04728,20230105,24,3,8,5,4,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L04744,20230105,24,3,8,5,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L00405,20230106,3,3,7,2,1,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L00565,20230106,3,3,7,1,1,,,1,Lead,1,0,0,0,0,0,0,0,0
L00734,20230106,4,4,10,5,2,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L00744,20230106,4,4,10,3,2,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
L00793,20230106,4,4,10,5,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L01067,20230106,5,5,13,4,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L01301,20230106,7,7,19,1,1,,,1,Lead,1,0,0,0,0,0,0,0,0
L01983,20230106,11,4,10,2,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L02861,20230106,15,1,2,2,8,,,1,Lead,1,0,0,0,0,0,0,0,0
L04937,20230106,24,3,8,3,4,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00653,20230107,4,4,10,2,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L02924,20230107,15,1,2,2,8,2.0,MQL,6,Closed Lost,1,1,0,0,0,1,0,0,0
L04907,20230107,24,3,8,3,4,,,1,Lead,1,0,0,0,0,0,0,0,0
L00568,20230108,3,3,7,3,1,3.0,SQL,4,Opportunity,1,1,1,1,0,0,0,16306,0
L00598,20230108,4,4,10,2,2,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L00787,20230108,4,4,10,2,2,,,1,Lead,1,0,0,0,0,0,0,0,0
L02106,20230108,11,4,10,4,8,1.0,Lead,2,MQL,1,1,0,0,0,0,0,0,0
L02145,20230108,11,4,10,4,8,2.0,MQL,3,SQL,1,1,1,0,0,0,0,0,0
